ts;resource;state
Mon Feb 28 04:08:01 CET 2022;cell2;idle
Mon Feb 28 04:08:01 CET 2022;cell2;busy
Mon Feb 28 04:08:01 CET 2022;agv;idle
Mon Feb 28 04:08:01 CET 2022;agv;busy
Mon Feb 28 04:14:24 CET 2022;cell2;idle
Mon Feb 28 04:14:24 CET 2022;cell2;failure
Mon Feb 28 04:15:46 CET 2022;cell1;idle
Mon Feb 28 04:15:46 CET 2022;cell1;busy
Mon Feb 28 04:23:15 CET 2022;cell2;idle
Mon Feb 28 04:23:15 CET 2022;cell2;busy
Mon Feb 28 04:23:15 CET 2022;agv;idle
Mon Feb 28 04:23:15 CET 2022;agv;busy
Mon Feb 28 04:23:39 CET 2022;cell1;idle
Mon Feb 28 04:31:13 CET 2022;cell2;idle
Mon Feb 28 04:31:13 CET 2022;cell2;busy
Mon Feb 28 04:31:13 CET 2022;agv;idle
Mon Feb 28 04:31:13 CET 2022;agv;busy
Mon Feb 28 04:37:41 CET 2022;cell2;idle
Mon Feb 28 04:37:41 CET 2022;cell2;busy
Mon Feb 28 04:37:41 CET 2022;agv;idle
Mon Feb 28 04:37:41 CET 2022;agv;busy
Mon Feb 28 04:42:16 CET 2022;cell2;idle
Mon Feb 28 04:42:16 CET 2022;cell2;failure
Mon Feb 28 04:52:21 CET 2022;cell2;idle
Mon Feb 28 04:52:21 CET 2022;cell2;busy
Mon Feb 28 04:52:21 CET 2022;agv;idle
Mon Feb 28 04:52:21 CET 2022;agv;busy
Mon Feb 28 04:55:12 CET 2022;agv;idle
Mon Feb 28 04:55:12 CET 2022;cell1;busy
Mon Feb 28 04:55:12 CET 2022;agv;busy
Mon Feb 28 04:57:32 CET 2022;agv;idle
Mon Feb 28 04:57:32 CET 2022;agv;busy
Mon Feb 28 04:59:05 CET 2022;cell2;idle
Mon Feb 28 04:59:05 CET 2022;cell2;busy
Mon Feb 28 04:59:16 CET 2022;cell1;idle
Mon Feb 28 04:59:16 CET 2022;cell1;failure
Mon Feb 28 05:01:24 CET 2022;agv;idle
Mon Feb 28 05:01:24 CET 2022;agv;busy
Mon Feb 28 05:03:05 CET 2022;agv;idle
Mon Feb 28 05:03:05 CET 2022;agv;busy
Mon Feb 28 05:04:10 CET 2022;agv;idle
Mon Feb 28 05:04:10 CET 2022;agv;busy
Mon Feb 28 05:05:00 CET 2022;cell2;idle
Mon Feb 28 05:05:00 CET 2022;cell2;busy
Mon Feb 28 05:08:05 CET 2022;agv;idle
Mon Feb 28 05:08:05 CET 2022;agv;busy
Mon Feb 28 05:09:32 CET 2022;agv;idle
Mon Feb 28 05:09:32 CET 2022;agv;busy
Mon Feb 28 05:09:59 CET 2022;cell1;idle
Mon Feb 28 05:09:59 CET 2022;cell1;busy
Mon Feb 28 05:10:00 CET 2022;agv;idle
Mon Feb 28 05:10:00 CET 2022;agv;busy
Mon Feb 28 05:11:52 CET 2022;cell2;idle
Mon Feb 28 05:11:52 CET 2022;cell2;failure
Mon Feb 28 05:14:45 CET 2022;cell1;idle
Mon Feb 28 05:14:45 CET 2022;cell1;busy
Mon Feb 28 05:19:27 CET 2022;cell2;idle
Mon Feb 28 05:19:27 CET 2022;cell2;busy
Mon Feb 28 05:19:27 CET 2022;agv;idle
Mon Feb 28 05:19:27 CET 2022;agv;busy
Mon Feb 28 05:22:46 CET 2022;cell1;idle
Mon Feb 28 05:22:46 CET 2022;cell1;busy
Mon Feb 28 05:25:36 CET 2022;cell2;idle
Mon Feb 28 05:25:36 CET 2022;cell2;busy
Mon Feb 28 05:25:36 CET 2022;agv;idle
Mon Feb 28 05:25:36 CET 2022;agv;busy
Mon Feb 28 05:27:12 CET 2022;agv;idle
Mon Feb 28 05:27:12 CET 2022;agv;busy
Mon Feb 28 05:28:59 CET 2022;cell1;idle
Mon Feb 28 05:28:59 CET 2022;cell1;busy
Mon Feb 28 05:30:58 CET 2022;agv;idle
Mon Feb 28 05:30:58 CET 2022;agv;busy
Mon Feb 28 05:32:55 CET 2022;cell2;idle
Mon Feb 28 05:32:55 CET 2022;cell2;busy
Mon Feb 28 05:34:57 CET 2022;agv;idle
Mon Feb 28 05:34:57 CET 2022;agv;busy
Mon Feb 28 05:35:19 CET 2022;cell1;idle
Mon Feb 28 05:35:19 CET 2022;cell1;busy
Mon Feb 28 05:37:35 CET 2022;agv;idle
Mon Feb 28 05:37:35 CET 2022;agv;failure
Mon Feb 28 05:37:51 CET 2022;cell2;idle
Mon Feb 28 05:37:51 CET 2022;cell2;failure
Mon Feb 28 05:40:35 CET 2022;cell1;idle
Mon Feb 28 05:40:35 CET 2022;cell1;busy
Mon Feb 28 05:45:49 CET 2022;cell1;idle
Mon Feb 28 05:45:49 CET 2022;cell1;busy
Mon Feb 28 05:46:22 CET 2022;cell2;idle
Mon Feb 28 05:46:22 CET 2022;cell2;busy
Mon Feb 28 05:46:59 CET 2022;agv;idle
Mon Feb 28 05:46:59 CET 2022;agv;busy
Mon Feb 28 05:51:14 CET 2022;agv;idle
Mon Feb 28 05:51:14 CET 2022;agv;busy
Mon Feb 28 05:51:14 CET 2022;agv;idle
Mon Feb 28 05:51:14 CET 2022;agv;busy
Mon Feb 28 05:51:52 CET 2022;cell1;idle
Mon Feb 28 05:51:52 CET 2022;cell1;busy
Mon Feb 28 05:53:39 CET 2022;cell2;idle
Mon Feb 28 05:53:39 CET 2022;cell2;busy
Mon Feb 28 05:53:43 CET 2022;agv;idle
Mon Feb 28 05:53:43 CET 2022;agv;busy
Mon Feb 28 05:56:25 CET 2022;agv;idle
Mon Feb 28 05:56:25 CET 2022;agv;busy
Mon Feb 28 05:57:50 CET 2022;agv;idle
Mon Feb 28 05:57:50 CET 2022;agv;busy
Mon Feb 28 05:59:20 CET 2022;cell1;idle
Mon Feb 28 05:59:20 CET 2022;cell1;busy
Mon Feb 28 06:00:44 CET 2022;cell2;idle
Mon Feb 28 06:00:44 CET 2022;cell2;busy
Mon Feb 28 06:03:10 CET 2022;agv;idle
Mon Feb 28 06:03:10 CET 2022;agv;busy
Mon Feb 28 06:05:10 CET 2022;cell1;idle
Mon Feb 28 06:05:10 CET 2022;cell1;busy
Mon Feb 28 06:06:08 CET 2022;agv;idle
Mon Feb 28 06:06:08 CET 2022;agv;busy
Mon Feb 28 06:07:06 CET 2022;cell2;idle
Mon Feb 28 06:07:06 CET 2022;cell2;failure
Mon Feb 28 06:09:39 CET 2022;agv;idle
Mon Feb 28 06:09:39 CET 2022;agv;busy
Mon Feb 28 06:10:53 CET 2022;cell1;idle
Mon Feb 28 06:10:53 CET 2022;cell1;busy
Mon Feb 28 06:16:58 CET 2022;cell2;idle
Mon Feb 28 06:16:58 CET 2022;cell2;busy
Mon Feb 28 06:16:58 CET 2022;agv;idle
Mon Feb 28 06:16:58 CET 2022;agv;busy
Mon Feb 28 06:18:25 CET 2022;cell1;idle
Mon Feb 28 06:18:25 CET 2022;cell1;busy
Mon Feb 28 06:23:08 CET 2022;cell2;idle
Mon Feb 28 06:23:08 CET 2022;cell2;busy
Mon Feb 28 06:23:08 CET 2022;agv;idle
Mon Feb 28 06:23:08 CET 2022;agv;busy
Mon Feb 28 06:24:55 CET 2022;agv;idle
Mon Feb 28 06:24:55 CET 2022;agv;busy
Mon Feb 28 06:25:03 CET 2022;cell1;idle
Mon Feb 28 06:25:03 CET 2022;cell1;busy
Mon Feb 28 06:29:48 CET 2022;cell2;idle
Mon Feb 28 06:29:48 CET 2022;cell2;busy
Mon Feb 28 06:29:48 CET 2022;agv;idle
Mon Feb 28 06:29:48 CET 2022;agv;busy
Mon Feb 28 06:30:58 CET 2022;cell1;idle
Mon Feb 28 06:30:58 CET 2022;cell1;busy
Mon Feb 28 06:34:42 CET 2022;cell2;idle
Mon Feb 28 06:34:42 CET 2022;cell2;failure
Mon Feb 28 06:37:47 CET 2022;cell1;idle
Mon Feb 28 06:45:53 CET 2022;cell2;idle
Mon Feb 28 06:45:53 CET 2022;cell2;busy
Mon Feb 28 06:45:53 CET 2022;agv;idle
Mon Feb 28 06:45:53 CET 2022;agv;busy
Mon Feb 28 06:51:20 CET 2022;cell2;idle
Mon Feb 28 06:51:20 CET 2022;cell2;busy
Mon Feb 28 06:51:20 CET 2022;agv;idle
Mon Feb 28 06:51:20 CET 2022;agv;busy
Mon Feb 28 06:54:07 CET 2022;agv;idle
Mon Feb 28 06:54:07 CET 2022;cell1;busy
Mon Feb 28 06:54:07 CET 2022;agv;busy
Mon Feb 28 06:56:50 CET 2022;cell2;idle
Mon Feb 28 06:56:50 CET 2022;cell2;busy
Mon Feb 28 06:56:55 CET 2022;agv;idle
Mon Feb 28 06:56:55 CET 2022;agv;busy
Mon Feb 28 06:59:14 CET 2022;cell1;idle
Mon Feb 28 06:59:14 CET 2022;cell1;busy
Mon Feb 28 07:00:15 CET 2022;agv;idle
Mon Feb 28 07:00:15 CET 2022;agv;busy
Mon Feb 28 07:03:02 CET 2022;cell2;idle
Mon Feb 28 07:03:02 CET 2022;cell2;busy
Mon Feb 28 07:03:25 CET 2022;agv;idle
Mon Feb 28 07:03:25 CET 2022;agv;busy
Mon Feb 28 07:03:49 CET 2022;cell1;idle
Mon Feb 28 07:05:25 CET 2022;agv;idle
Mon Feb 28 07:05:25 CET 2022;cell1;busy
Mon Feb 28 07:05:25 CET 2022;agv;busy
Mon Feb 28 07:06:18 CET 2022;agv;idle
Mon Feb 28 07:06:18 CET 2022;agv;busy
Mon Feb 28 07:09:58 CET 2022;cell1;idle
Mon Feb 28 07:09:58 CET 2022;cell1;busy
Mon Feb 28 07:10:47 CET 2022;cell2;idle
Mon Feb 28 07:10:47 CET 2022;cell2;failure
Mon Feb 28 07:15:42 CET 2022;cell1;idle
Mon Feb 28 07:20:51 CET 2022;cell2;idle
Mon Feb 28 07:20:51 CET 2022;cell2;busy
Mon Feb 28 07:20:51 CET 2022;agv;idle
Mon Feb 28 07:20:51 CET 2022;agv;busy
Mon Feb 28 07:27:53 CET 2022;cell2;idle
Mon Feb 28 07:27:53 CET 2022;cell2;busy
Mon Feb 28 07:27:53 CET 2022;agv;idle
Mon Feb 28 07:27:53 CET 2022;agv;failure
Mon Feb 28 07:35:02 CET 2022;cell2;idle
Mon Feb 28 07:35:02 CET 2022;cell2;busy
Mon Feb 28 07:37:48 CET 2022;agv;idle
Mon Feb 28 07:37:48 CET 2022;agv;busy
Mon Feb 28 07:39:11 CET 2022;agv;idle
Mon Feb 28 07:39:11 CET 2022;agv;busy
Mon Feb 28 07:40:12 CET 2022;cell2;idle
Mon Feb 28 07:40:12 CET 2022;cell2;busy
Mon Feb 28 07:42:27 CET 2022;agv;idle
Mon Feb 28 07:42:27 CET 2022;cell1;busy
Mon Feb 28 07:42:27 CET 2022;agv;busy
Mon Feb 28 07:44:54 CET 2022;agv;idle
Mon Feb 28 07:44:54 CET 2022;agv;busy
Mon Feb 28 07:45:11 CET 2022;cell2;idle
Mon Feb 28 07:45:11 CET 2022;cell2;failure
Mon Feb 28 07:47:56 CET 2022;agv;idle
Mon Feb 28 07:47:56 CET 2022;agv;busy
Mon Feb 28 07:48:17 CET 2022;cell1;idle
Mon Feb 28 07:48:17 CET 2022;cell1;failure
Mon Feb 28 07:55:30 CET 2022;cell2;idle
Mon Feb 28 07:55:30 CET 2022;cell2;busy
Mon Feb 28 07:55:30 CET 2022;agv;idle
Mon Feb 28 07:55:30 CET 2022;agv;busy
Mon Feb 28 07:56:14 CET 2022;cell1;idle
Mon Feb 28 07:56:14 CET 2022;cell1;busy
Mon Feb 28 07:58:41 CET 2022;agv;idle
Mon Feb 28 07:58:41 CET 2022;agv;busy
Mon Feb 28 08:01:44 CET 2022;cell2;idle
Mon Feb 28 08:01:44 CET 2022;cell2;busy
Mon Feb 28 08:01:44 CET 2022;agv;idle
Mon Feb 28 08:01:44 CET 2022;agv;busy
Mon Feb 28 08:03:31 CET 2022;cell1;idle
Mon Feb 28 08:03:31 CET 2022;cell1;busy
Mon Feb 28 08:04:53 CET 2022;agv;idle
Mon Feb 28 08:04:53 CET 2022;agv;busy
Mon Feb 28 08:06:47 CET 2022;agv;idle
Mon Feb 28 08:06:47 CET 2022;agv;busy
Mon Feb 28 08:07:00 CET 2022;cell2;idle
Mon Feb 28 08:07:00 CET 2022;cell2;busy
Mon Feb 28 08:08:37 CET 2022;cell1;idle
Mon Feb 28 08:08:37 CET 2022;cell1;busy
Mon Feb 28 08:11:02 CET 2022;agv;idle
Mon Feb 28 08:11:02 CET 2022;agv;busy
Mon Feb 28 08:14:06 CET 2022;cell2;idle
Mon Feb 28 08:14:06 CET 2022;cell2;busy
Mon Feb 28 08:14:30 CET 2022;cell1;idle
Mon Feb 28 08:14:30 CET 2022;cell1;busy
Mon Feb 28 08:14:32 CET 2022;agv;idle
Mon Feb 28 08:14:32 CET 2022;agv;busy
Mon Feb 28 08:15:52 CET 2022;agv;idle
Mon Feb 28 08:15:52 CET 2022;agv;busy
Mon Feb 28 08:17:12 CET 2022;agv;idle
Mon Feb 28 08:17:12 CET 2022;agv;busy
Mon Feb 28 08:19:48 CET 2022;cell1;idle
Mon Feb 28 08:19:48 CET 2022;cell1;busy
Mon Feb 28 08:21:07 CET 2022;cell2;idle
Mon Feb 28 08:21:07 CET 2022;cell2;failure
Mon Feb 28 08:25:35 CET 2022;cell1;idle
Mon Feb 28 08:25:35 CET 2022;cell1;busy
Mon Feb 28 08:31:04 CET 2022;cell2;idle
Mon Feb 28 08:31:04 CET 2022;cell2;busy
Mon Feb 28 08:31:04 CET 2022;agv;idle
Mon Feb 28 08:31:04 CET 2022;agv;busy
Mon Feb 28 08:31:47 CET 2022;cell1;idle
Mon Feb 28 08:33:53 CET 2022;agv;idle
Mon Feb 28 08:33:53 CET 2022;cell1;busy
Mon Feb 28 08:33:53 CET 2022;agv;busy
Mon Feb 28 08:36:30 CET 2022;cell2;idle
Mon Feb 28 08:36:30 CET 2022;cell2;busy
Mon Feb 28 08:36:37 CET 2022;agv;idle
Mon Feb 28 08:36:37 CET 2022;agv;busy
Mon Feb 28 08:38:55 CET 2022;agv;idle
Mon Feb 28 08:38:55 CET 2022;agv;busy
Mon Feb 28 08:40:42 CET 2022;cell1;idle
Mon Feb 28 08:40:42 CET 2022;cell1;busy
Mon Feb 28 08:42:45 CET 2022;cell2;idle
Mon Feb 28 08:42:45 CET 2022;cell2;busy
Mon Feb 28 08:42:45 CET 2022;agv;idle
Mon Feb 28 08:42:45 CET 2022;agv;busy
Mon Feb 28 08:47:15 CET 2022;cell1;idle
Mon Feb 28 08:48:55 CET 2022;cell2;idle
Mon Feb 28 08:48:55 CET 2022;cell2;busy
Mon Feb 28 08:48:55 CET 2022;agv;idle
Mon Feb 28 08:48:55 CET 2022;agv;busy
Mon Feb 28 08:52:39 CET 2022;agv;idle
Mon Feb 28 08:52:39 CET 2022;cell1;busy
Mon Feb 28 08:52:39 CET 2022;agv;busy
Mon Feb 28 08:54:43 CET 2022;cell2;idle
Mon Feb 28 08:54:43 CET 2022;cell2;failure
Mon Feb 28 08:57:43 CET 2022;cell1;idle
Mon Feb 28 09:05:53 CET 2022;cell2;idle
Mon Feb 28 09:05:53 CET 2022;cell2;busy
Mon Feb 28 09:05:53 CET 2022;agv;idle
Mon Feb 28 09:05:53 CET 2022;agv;busy
Mon Feb 28 09:11:14 CET 2022;cell2;idle
Mon Feb 28 09:11:14 CET 2022;cell2;busy
Mon Feb 28 09:11:14 CET 2022;agv;idle
Mon Feb 28 09:11:14 CET 2022;agv;busy
Mon Feb 28 09:15:32 CET 2022;cell2;idle
Mon Feb 28 09:15:32 CET 2022;cell2;busy
Mon Feb 28 09:15:32 CET 2022;agv;idle
Mon Feb 28 09:15:32 CET 2022;agv;busy
Mon Feb 28 09:16:09 CET 2022;agv;idle
Mon Feb 28 09:16:09 CET 2022;cell1;busy
Mon Feb 28 09:16:09 CET 2022;agv;busy
Mon Feb 28 09:21:08 CET 2022;cell2;idle
Mon Feb 28 09:21:08 CET 2022;cell2;busy
Mon Feb 28 09:21:08 CET 2022;agv;idle
Mon Feb 28 09:21:08 CET 2022;agv;busy
Mon Feb 28 09:22:09 CET 2022;cell1;idle
Mon Feb 28 09:22:09 CET 2022;cell1;failure
Mon Feb 28 09:23:26 CET 2022;agv;idle
Mon Feb 28 09:23:26 CET 2022;agv;busy
Mon Feb 28 09:27:16 CET 2022;cell2;idle
Mon Feb 28 09:27:16 CET 2022;cell2;failure
Mon Feb 28 09:32:12 CET 2022;cell1;idle
Mon Feb 28 09:32:12 CET 2022;cell1;busy
Mon Feb 28 09:36:30 CET 2022;cell2;idle
Mon Feb 28 09:36:30 CET 2022;cell2;busy
Mon Feb 28 09:36:30 CET 2022;agv;idle
Mon Feb 28 09:36:30 CET 2022;agv;busy
Mon Feb 28 09:37:47 CET 2022;agv;idle
Mon Feb 28 09:37:47 CET 2022;agv;busy
Mon Feb 28 09:38:49 CET 2022;cell1;idle
Mon Feb 28 09:38:49 CET 2022;cell1;busy
Mon Feb 28 09:41:50 CET 2022;cell2;idle
Mon Feb 28 09:41:50 CET 2022;cell2;busy
Mon Feb 28 09:41:50 CET 2022;agv;idle
Mon Feb 28 09:41:50 CET 2022;agv;busy
Mon Feb 28 09:44:38 CET 2022;cell1;idle
Mon Feb 28 09:45:13 CET 2022;agv;idle
Mon Feb 28 09:45:13 CET 2022;cell1;busy
Mon Feb 28 09:45:13 CET 2022;agv;busy
Mon Feb 28 09:47:34 CET 2022;cell2;idle
Mon Feb 28 09:47:34 CET 2022;cell2;busy
Mon Feb 28 09:48:08 CET 2022;agv;idle
Mon Feb 28 09:48:08 CET 2022;agv;busy
Mon Feb 28 09:50:30 CET 2022;agv;idle
Mon Feb 28 09:50:30 CET 2022;agv;busy
Mon Feb 28 09:52:16 CET 2022;cell1;idle
Mon Feb 28 09:52:16 CET 2022;cell1;busy
Mon Feb 28 09:54:18 CET 2022;cell2;idle
Mon Feb 28 09:54:18 CET 2022;cell2;failure
Mon Feb 28 09:55:34 CET 2022;agv;idle
Mon Feb 28 09:55:34 CET 2022;agv;failure
Mon Feb 28 09:57:51 CET 2022;cell1;idle
Mon Feb 28 09:57:51 CET 2022;cell1;busy
Mon Feb 28 10:03:49 CET 2022;cell2;idle
Mon Feb 28 10:03:49 CET 2022;cell2;busy
Mon Feb 28 10:04:48 CET 2022;cell1;idle
Mon Feb 28 10:04:48 CET 2022;cell1;failure
Mon Feb 28 10:07:12 CET 2022;agv;idle
Mon Feb 28 10:07:12 CET 2022;agv;busy
Mon Feb 28 10:08:29 CET 2022;agv;idle
Mon Feb 28 10:08:29 CET 2022;agv;busy
Mon Feb 28 10:09:15 CET 2022;cell2;idle
Mon Feb 28 10:09:15 CET 2022;cell2;busy
Mon Feb 28 10:11:29 CET 2022;agv;idle
Mon Feb 28 10:11:29 CET 2022;agv;busy
Mon Feb 28 10:13:52 CET 2022;agv;idle
Mon Feb 28 10:13:52 CET 2022;agv;busy
Mon Feb 28 10:14:11 CET 2022;cell2;idle
Mon Feb 28 10:14:11 CET 2022;cell2;busy
Mon Feb 28 10:15:39 CET 2022;cell1;idle
Mon Feb 28 10:15:39 CET 2022;cell1;busy
Mon Feb 28 10:15:46 CET 2022;agv;idle
Mon Feb 28 10:15:46 CET 2022;agv;busy
Mon Feb 28 10:19:32 CET 2022;cell2;idle
Mon Feb 28 10:19:32 CET 2022;cell2;busy
Mon Feb 28 10:21:28 CET 2022;agv;idle
Mon Feb 28 10:21:28 CET 2022;agv;busy
Mon Feb 28 10:21:34 CET 2022;cell1;idle
Mon Feb 28 10:24:37 CET 2022;agv;idle
Mon Feb 28 10:24:37 CET 2022;cell1;busy
Mon Feb 28 10:24:37 CET 2022;agv;busy
Mon Feb 28 10:25:00 CET 2022;cell2;idle
Mon Feb 28 10:25:00 CET 2022;cell2;failure
Mon Feb 28 10:25:35 CET 2022;agv;idle
Mon Feb 28 10:25:35 CET 2022;agv;busy
Mon Feb 28 10:27:37 CET 2022;agv;idle
Mon Feb 28 10:27:37 CET 2022;agv;busy
Mon Feb 28 10:30:52 CET 2022;agv;idle
Mon Feb 28 10:30:52 CET 2022;agv;busy
Mon Feb 28 10:31:00 CET 2022;cell1;idle
Mon Feb 28 10:31:00 CET 2022;cell1;busy
Mon Feb 28 10:32:45 CET 2022;agv;idle
Mon Feb 28 10:32:45 CET 2022;agv;busy
Mon Feb 28 10:34:23 CET 2022;cell2;idle
Mon Feb 28 10:34:23 CET 2022;cell2;busy
Mon Feb 28 10:36:32 CET 2022;agv;idle
Mon Feb 28 10:36:32 CET 2022;agv;busy
Mon Feb 28 10:37:35 CET 2022;cell1;idle
Mon Feb 28 10:37:35 CET 2022;cell1;busy
Mon Feb 28 10:38:22 CET 2022;agv;idle
Mon Feb 28 10:38:22 CET 2022;agv;busy
Mon Feb 28 10:38:57 CET 2022;cell2;idle
Mon Feb 28 10:38:57 CET 2022;cell2;busy
Mon Feb 28 10:40:34 CET 2022;agv;idle
Mon Feb 28 10:40:34 CET 2022;agv;busy
Mon Feb 28 10:43:33 CET 2022;cell2;idle
Mon Feb 28 10:43:33 CET 2022;cell2;busy
Mon Feb 28 10:43:42 CET 2022;cell1;idle
Mon Feb 28 10:43:42 CET 2022;cell1;busy
Mon Feb 28 10:43:59 CET 2022;agv;idle
Mon Feb 28 10:43:59 CET 2022;agv;busy
Mon Feb 28 10:46:54 CET 2022;agv;idle
Mon Feb 28 10:46:54 CET 2022;agv;busy
Mon Feb 28 10:47:55 CET 2022;cell2;idle
Mon Feb 28 10:47:55 CET 2022;cell2;busy
Mon Feb 28 10:48:38 CET 2022;cell1;idle
Mon Feb 28 10:48:38 CET 2022;cell1;busy
Mon Feb 28 10:48:44 CET 2022;agv;idle
Mon Feb 28 10:48:44 CET 2022;agv;busy
Mon Feb 28 10:51:07 CET 2022;agv;idle
Mon Feb 28 10:51:07 CET 2022;agv;busy
Mon Feb 28 10:52:56 CET 2022;agv;idle
Mon Feb 28 10:52:56 CET 2022;agv;busy
Mon Feb 28 10:54:12 CET 2022;agv;idle
Mon Feb 28 10:54:12 CET 2022;agv;busy
Mon Feb 28 10:54:29 CET 2022;cell1;idle
Mon Feb 28 10:54:29 CET 2022;cell1;failure
Mon Feb 28 10:54:48 CET 2022;cell2;idle
Mon Feb 28 10:54:48 CET 2022;cell2;failure
Mon Feb 28 10:56:59 CET 2022;agv;idle
Mon Feb 28 10:56:59 CET 2022;agv;busy
Mon Feb 28 10:58:19 CET 2022;agv;idle
Mon Feb 28 10:58:19 CET 2022;agv;busy
Mon Feb 28 11:02:05 CET 2022;agv;idle
Mon Feb 28 11:02:05 CET 2022;agv;busy
Mon Feb 28 11:03:22 CET 2022;cell1;idle
Mon Feb 28 11:03:22 CET 2022;cell1;busy
Mon Feb 28 11:06:30 CET 2022;cell2;idle
Mon Feb 28 11:06:30 CET 2022;cell2;busy
Mon Feb 28 11:06:30 CET 2022;agv;idle
Mon Feb 28 11:06:30 CET 2022;agv;busy
Mon Feb 28 11:07:41 CET 2022;cell1;idle
Mon Feb 28 11:07:41 CET 2022;cell1;busy
Mon Feb 28 11:08:13 CET 2022;agv;idle
Mon Feb 28 11:08:13 CET 2022;agv;busy
Mon Feb 28 11:11:26 CET 2022;cell2;idle
Mon Feb 28 11:11:26 CET 2022;cell2;busy
Mon Feb 28 11:11:26 CET 2022;agv;idle
Mon Feb 28 11:11:26 CET 2022;agv;busy
Mon Feb 28 11:13:17 CET 2022;cell1;idle
Mon Feb 28 11:13:17 CET 2022;cell1;busy
Mon Feb 28 11:17:54 CET 2022;cell2;idle
Mon Feb 28 11:17:54 CET 2022;cell2;busy
Mon Feb 28 11:17:54 CET 2022;agv;idle
Mon Feb 28 11:17:54 CET 2022;agv;busy
Mon Feb 28 11:18:00 CET 2022;cell1;idle
Mon Feb 28 11:18:00 CET 2022;cell1;busy
Mon Feb 28 11:24:05 CET 2022;cell1;idle
Mon Feb 28 11:24:05 CET 2022;cell1;busy
Mon Feb 28 11:25:09 CET 2022;cell2;idle
Mon Feb 28 11:25:09 CET 2022;cell2;busy
Mon Feb 28 11:25:09 CET 2022;agv;idle
Mon Feb 28 11:25:09 CET 2022;agv;busy
Mon Feb 28 11:30:30 CET 2022;cell2;idle
Mon Feb 28 11:30:30 CET 2022;cell2;failure
Mon Feb 28 11:31:14 CET 2022;cell1;idle
Mon Feb 28 11:31:14 CET 2022;cell1;busy
Mon Feb 28 11:37:27 CET 2022;cell1;idle
Mon Feb 28 11:37:27 CET 2022;cell1;busy
Mon Feb 28 11:40:45 CET 2022;cell2;idle
Mon Feb 28 11:40:45 CET 2022;cell2;busy
Mon Feb 28 11:40:45 CET 2022;agv;idle
Mon Feb 28 11:40:45 CET 2022;agv;busy
Mon Feb 28 11:43:51 CET 2022;cell1;idle
Mon Feb 28 11:43:51 CET 2022;cell1;busy
Mon Feb 28 11:44:23 CET 2022;agv;idle
Mon Feb 28 11:44:23 CET 2022;agv;busy
Mon Feb 28 11:46:26 CET 2022;agv;idle
Mon Feb 28 11:46:26 CET 2022;agv;busy
Mon Feb 28 11:46:28 CET 2022;cell2;idle
Mon Feb 28 11:46:28 CET 2022;cell2;busy
Mon Feb 28 11:49:15 CET 2022;agv;idle
Mon Feb 28 11:49:15 CET 2022;agv;busy
Mon Feb 28 11:49:17 CET 2022;cell1;idle
Mon Feb 28 11:49:17 CET 2022;cell1;busy
Mon Feb 28 11:51:25 CET 2022;cell2;idle
Mon Feb 28 11:51:25 CET 2022;cell2;busy
Mon Feb 28 11:53:06 CET 2022;agv;idle
Mon Feb 28 11:53:06 CET 2022;agv;busy
Mon Feb 28 11:54:09 CET 2022;agv;idle
Mon Feb 28 11:54:09 CET 2022;agv;busy
Mon Feb 28 11:55:20 CET 2022;cell1;idle
Mon Feb 28 11:55:20 CET 2022;cell1;busy
Mon Feb 28 11:58:03 CET 2022;cell2;idle
Mon Feb 28 11:58:03 CET 2022;cell2;busy
Mon Feb 28 11:58:03 CET 2022;agv;idle
Mon Feb 28 11:58:03 CET 2022;agv;busy
Mon Feb 28 11:59:15 CET 2022;agv;idle
Mon Feb 28 11:59:15 CET 2022;agv;busy
Mon Feb 28 12:00:42 CET 2022;cell1;idle
Mon Feb 28 12:00:42 CET 2022;cell1;busy
Mon Feb 28 12:00:57 CET 2022;agv;idle
Mon Feb 28 12:00:57 CET 2022;agv;busy
Mon Feb 28 12:03:24 CET 2022;cell2;idle
Mon Feb 28 12:03:24 CET 2022;cell2;failure
Mon Feb 28 12:04:05 CET 2022;agv;idle
Mon Feb 28 12:04:05 CET 2022;agv;busy
Mon Feb 28 12:05:34 CET 2022;cell1;idle
Mon Feb 28 12:05:34 CET 2022;cell1;busy
Mon Feb 28 12:13:11 CET 2022;cell1;idle
Mon Feb 28 12:13:11 CET 2022;cell1;busy
Mon Feb 28 12:14:56 CET 2022;cell2;idle
Mon Feb 28 12:14:56 CET 2022;cell2;busy
Mon Feb 28 12:14:56 CET 2022;agv;idle
Mon Feb 28 12:14:56 CET 2022;agv;busy
Mon Feb 28 12:16:29 CET 2022;agv;idle
Mon Feb 28 12:16:29 CET 2022;agv;busy
Mon Feb 28 12:17:54 CET 2022;cell1;idle
Mon Feb 28 12:17:54 CET 2022;cell1;busy
Mon Feb 28 12:22:02 CET 2022;cell2;idle
Mon Feb 28 12:22:02 CET 2022;cell2;busy
Mon Feb 28 12:22:02 CET 2022;agv;idle
Mon Feb 28 12:22:02 CET 2022;agv;busy
Mon Feb 28 12:22:10 CET 2022;cell1;idle
Mon Feb 28 12:22:10 CET 2022;cell1;busy
Mon Feb 28 12:23:40 CET 2022;agv;idle
Mon Feb 28 12:23:40 CET 2022;agv;busy
Mon Feb 28 12:27:41 CET 2022;cell2;idle
Mon Feb 28 12:27:41 CET 2022;cell2;busy
